id,output
16,(ORDER (PIZZAORDER (NUMBER two ) (SIZE medium ) (NUMBER one ) (SIZE small ) (TOPPING onions black olives ) ) (DRINKORDER (NUMBER three ) (SIZE large ) (DRINKTYPE sprites ) ) )
17,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING thin crust ) (NOT (TOPPING peppers ) ) ) )
18,(ORDER (PIZZAORDER (COMPLEX_TOPPING (QUANTITY one ) (TOPPING pepperoni ) ) (TOPPING ham ) ) (NOT (TOPPING onions ) ) )
19,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING pepperoni ) (TOPPING sausage black olives onions ) ) (DRINKORDER (NUMBER three ) (SIZE large ) (DRINKTYPE cokes ) ) )
20,(ORDER (PIZZAORDER (NUMBER a ) (STYLE thin ) (TOPPING crust mushroom ) ) )
21,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING sausage ) (TOPPING pesto ) ) (NOT (TOPPING pepperoni ) ) )
22,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING bacon ) (TOPPING pesto ) ) )
23,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING sausage ) (TOPPING extra cheese ) (TOPPING ham ) ) )
24,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING pepperoni ) (TOPPING sausage ) (TOPPING anchovies ) (TOPPING onions ) ) (DRINKORDER (NUMBER two ) (SIZE large ) (DRINKTYPE cokes ) ) (DRINKORDER (NUMBER one ) (SIZE large ) (DRINKTYPE sprite ) ) )
25,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING beef ) (TOPPING bacon ) (TOPPING ham onions ) (TOPPING black olives ) ) (DRINKORDER (NUMBER three ) (SIZE large ) (DRINKTYPE diet ) cokes ) )
26,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING pepperoni ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING sauce ) ) ) )
27,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING extra ) (TOPPING cheese ) (TOPPING peppers ) ) (NOT (TOPPING pesto ) ) )
28,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING pepper ) (TOPPING sausage ) (TOPPING pineapples ) ) )
29,(ORDER (PIZZAORDER (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese sausage ) ) mushroom ) )
30,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (TOPPING pesto bacon ) (NOT (TOPPING onions ) ) ) )
31,(ORDER (PIZZAORDER (NUMBER three ) (SIZE small ) (TOPPING sausage ) ) (DRINKORDER (NUMBER three ) (CONTAINERTYPE bottles ) (QUANTITY of ) (DRINKTYPE coke ) ) )
32,(ORDER (PIZZAORDER (NUMBER two ) (TOPPING peppers ) (TOPPING bacon ) (TOPPING pesto ) ) )
33,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING chicken ) ) (PIZZAORDER (NUMBER one ) (SIZE small ) (QUANTITY extra cheese ) ) )
34,(ORDER (PIZZAORDER (SIZE a ) (SIZE small ) (TOPPING pepperoni ) (TOPPING ham ) ) (NOT (TOPPING tuna ) ) )
35,(ORDER (PIZZAORDER (NUMBER two ) (SIZE large ) (TOPPING everything ) ) (PIZZAORDER (NUMBER two ) (SIZE large ) (TOPPING mushrooms ) (TOPPING extra cheese ) ) (DRINKORDER (SIZE large ) ) )
36,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING pineapple ) (TOPPING ham ) (NOT (TOPPING peppers ) ) ) )
37,(ORDER (PIZZAORDER (NUMBER two ) (SIZE small ) (TOPPING peppers ) (TOPPING bacon ) (NOT (TOPPING olives ) ) ) )
38,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING pepperoni ) ) ) (DRINKORDER (NUMBER two ) (NUMBER medium ) (SIZE pizzas ) ) )
39,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING chicken ) (NOT (TOPPING pesto ) ) ) )
40,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING peppers ) (TOPPING onions ) ) (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING pepperoni ) (TOPPING extra ) cheese (NUMBER a ) (SIZE small ) (DRINKTYPE dr pepper ) ) )
41,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING thin crust ) (TOPPING chicken ) (TOPPING pepper ) ) )
42,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING mushroom ) (TOPPING pepperoni ) (TOPPING banana pepper ) ) )
43,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (TOPPING chicken ) (TOPPING extra cheese ) (NOT (TOPPING olives ) ) ) )
44,(ORDER (PIZZAORDER (NUMBER two ) (SIZE large ) ) )
45,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING sausage ) (TOPPING ham ) ) (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING pepperoni ) ) (TOPPING sausage (NUMBER a ) (SIZE small ) (TOPPING mushrooms ) (TOPPING green peppers ) ) )
46,(ORDER (PIZZAORDER (NUMBER a ) (STYLE tuna thin ) (NOT (TOPPING peppers ) ) ) )
47,(ORDER (PIZZAORDER (NUMBER two ) (SIZE mushrooms pesto ) ) (NOT (TOPPING onions ) ) )
48,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING onions ) (TOPPING ham ) (NOT (TOPPING sausage ) ) ) )
49,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING extra ) (TOPPING cheese ) (NOT (TOPPING bacon ) ) ) )
50,(ORDER (PIZZAORDER (NUMBER four ) (SIZE medium ) (TOPPING extra ) (TOPPING cheese ) (TOPPING light sauce ) ) )
51,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (TOPPING bacon ) (NOT (TOPPING pineapple ) ) ) )
52,(ORDER (PIZZAORDER (TOPPING an ) (TOPPING onion ) (TOPPING ham ) ) )
53,(ORDER (PIZZAORDER (NUMBER like ) (TOPPING bacon ) (TOPPING sausage ) ) (TOPPING mushrooms ) )
54,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING tuna ) (TOPPING olives ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
55,(ORDER (PIZZAORDER (NUMBER a ) (STYLE thin crust ) (NOT (TOPPING pineapple ) ) ) )
56,(ORDER (DRINKORDER (NUMBER like ) (SIZE five ) (SIZE medium ) (TOPPING mushroom ) ) )
57,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING pesto ) (NOT (TOPPING bacon ) ) ) )
58,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING chicken ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
59,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (STYLE thin crust ) (TOPPING olive ) (NOT (TOPPING onions ) ) ) )
60,(ORDER (PIZZAORDER (NUMBER a ) (COMPLEX_TOPPING (QUANTITY small ) (TOPPING ham ) ) (TOPPING pepperoni ) (NOT (TOPPING tuna ) ) ) )
61,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING pepperoni ) (TOPPING extra ) (TOPPING cheese ) ) (NOT (TOPPING mushrooms ) ) )
62,(ORDER (PIZZAORDER (TOPPING an ) (TOPPING olive ) (TOPPING pepper ) (NOT (TOPPING onions ) ) ) )
63,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING pepperoni ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
64,(ORDER (PIZZAORDER (NUMBER a ) (STYLE thin crust ) (TOPPING peppers ) (TOPPING chicken ) ) (DRINKORDER (NUMBER a ) (DRINKTYPE pepsi ) ) )
65,(ORDER (PIZZAORDER (NUMBER two ) (SIZE small ) (DRINKTYPE vegan ) ) (DRINKORDER (NUMBER one ) (SIZE large ) (DRINKTYPE vegetarian ) ) )
66,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING pesto ) (TOPPING onions ) (NOT (TOPPING bacon ) ) ) )
67,(ORDER (PIZZAORDER (NUMBER two ) (SIZE large ) (TOPPING chicken ) (NOT (TOPPING olives ) ) ) )
68,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING bacon ) (TOPPING olives ) (NOT (TOPPING pepperoni ) ) ) )
69,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING pesto ) (TOPPING sausage ) (NOT (TOPPING pepperoni ) ) ) )
70,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING olives ) (TOPPING onions ) (NOT (TOPPING pepperonis ) ) ) )
71,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING ham ) (NOT (TOPPING onions ) ) ) )
72,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING pesto ) (NOT (TOPPING tuna ) ) ) )
73,(ORDER (PIZZAORDER (NUMBER like ) (SIZE one ) (SIZE large ) (TOPPING pepperoni ) ) (PIZZAORDER (NUMBER two ) (SIZE medium ) (DRINKTYPE italian ) sausage (NUMBER four ) ) (SIZE large ) )
74,(ORDER (PIZZAORDER (NUMBER like ) (TOPPING bacon ) (TOPPING olives ) ) )
75,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING bacon ) (TOPPING olive ) (NOT (TOPPING pepperoni ) ) ) )
76,(ORDER (PIZZAORDER (NUMBER like ) (SIZE a ) (SIZE small ) (TOPPING chicken ) (TOPPING bacon ) ) (DRINKORDER (NUMBER a ) (SIZE small ) (DRINKTYPE diet pepsi ) ) )
77,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING ham ) (TOPPING pesto ) (TOPPING mushrooms ) ) )
78,(ORDER (PIZZAORDER (NUMBER two ) (SIZE small ) (TOPPING onion ) ) )
79,(ORDER (PIZZAORDER (NUMBER two ) (SIZE small ) (TOPPING pepperoni ) ) (DRINKORDER (NUMBER one ) (DRINKTYPE dr pepper ) ) (DRINKORDER (NUMBER a ) (DRINKTYPE water ) ) )
80,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING mushrooms ) (TOPPING pineapple ) (NOT (TOPPING ham ) ) ) )
81,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING tuna ) (NOT (TOPPING bacon ) ) ) )
82,(ORDER (PIZZAORDER (NUMBER two ) (SIZE large ) (TOPPING chicken ) (TOPPING mushrooms ) (NOT (TOPPING olives ) ) ) )
83,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING pineapple ) (TOPPING sausage ) (NOT (TOPPING peppers ) ) ) )
84,(ORDER (PIZZAORDER (SIZE a ) (SIZE medium ) (TOPPING mushroom ) (TOPPING pepperoni ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
85,(ORDER (PIZZAORDER (NUMBER six ) (STYLE thin ) (TOPPING crust ) ) )
86,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING pepperoni ) (TOPPING sausage ) (NOT (TOPPING olives ) ) ) )
87,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING onions ) (TOPPING pineapple ) (NOT (TOPPING pesto ) ) ) )
88,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING pesto ) (NOT (TOPPING peppers ) ) ) )
89,(ORDER (PIZZAORDER (NUMBER five ) (TOPPING onion ) (TOPPING pesto ) ) )
90,(ORDER (PIZZAORDER (COMPLEX_TOPPING (QUANTITY a ) (TOPPING bacon ) ) (TOPPING mushroom ) ) )
91,(ORDER (DRINKORDER (NUMBER three ) (DRINKTYPE pepsis ) (DRINKTYPE two ) (DRINKTYPE dr peppers ) ) (DRINKORDER (NUMBER a ) (DRINKTYPE sprite ) ) )
92,(ORDER (PIZZAORDER (SIZE extra large ) (STYLE veggie ) (TOPPING extra cheese ) ) (PIZZAORDER (QUANTITY an ) (SIZE extra large ) (STYLE veggie ) (NOT (TOPPING mushrooms ) ) ) )
93,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING spinach ) (TOPPING grilled chicken ) ) )
94,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING mushroom ) (TOPPING pineapple ) ) (NOT (TOPPING ham ) ) )
95,(ORDER (PIZZAORDER (NUMBER two ) (SIZE large ) (STYLE deep dish meat ) ) )
96,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING tuna ) (TOPPING pepperoni ) (TOPPING olives ) ) )
97,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING thin crust peppers ) (TOPPING chicken ) ) )
98,(ORDER (PIZZAORDER (TOPPING an ) (TOPPING sausage ) (NOT (TOPPING tuna ) ) ) )
99,(ORDER (PIZZAORDER (NUMBER two ) (SIZE small ) (TOPPING thin crust ) (TOPPING pesto onions ) ) )
100,(ORDER (DRINKORDER (NUMBER three ) (DRINKTYPE pepsis one ) (DRINKTYPE fanta ) ) (DRINKORDER (NUMBER one ) (SIZE small ) (DRINKTYPE doctor pepper ) ) )
101,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING bacon ) (NOT (TOPPING olives ) ) ) )
102,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING tomatoes ) (TOPPING peppers ) (TOPPING sausage ) ) )
103,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (TOPPING pepper ) (TOPPING mushroom ) (NOT (TOPPING pineapple ) ) (NOT (TOPPING please ) ) ) )
104,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (STYLE thin ) (COMPLEX_TOPPING (QUANTITY crust ) (TOPPING onion ) ) ) )
105,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING onions ) (TOPPING olives ) (TOPPING sausage ) ) )
106,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING onions ) (TOPPING pesto ) (NOT (TOPPING peppers ) ) ) )
107,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING bacon ) (TOPPING tuna ) (QUANTITY not add onions ) ) )
108,(ORDER (PIZZAORDER (NUMBER two ) (SIZE small ) (STYLE thin crust ) (TOPPING pesto ) (TOPPING onions ) ) )
109,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (NOT (TOPPING pesto ) ) (NOT (TOPPING please ) ) ) )
110,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING pepperoni ) (TOPPING sausage ) ) )
111,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING pineapple ) (TOPPING extra ) (TOPPING cheese ) ) )
112,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING chicken ) (QUANTITY thin crust peppers ) ) )
113,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING tuna ) (TOPPING mushrooms ) (NOT (TOPPING bacon ) ) ) )
114,(ORDER (PIZZAORDER (TOPPING an ) (TOPPING olive ) (TOPPING pepperoni ) (NOT (TOPPING pesto ) ) ) )
115,(ORDER (PIZZAORDER (NUMBER an ) (SIZE extra large ) (NUMBER everything ) (NUMBER a ) (SIZE medium ) (TOPPING onions ) (TOPPING extra ) cheese (NUMBER a ) (SIZE medium ) (TOPPING pepperoni ) (TOPPING mushrooms ) ) )
116,(ORDER (PIZZAORDER (NUMBER two ) (SIZE medium ) ) )
117,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING mushroom ) (TOPPING pepper ) (NOT (TOPPING onions ) ) ) )
118,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING ham ) (TOPPING pepperoni ) (TOPPING tuna ) ) )
119,(ORDER (PIZZAORDER (SIZE a ) (SIZE large ) (TOPPING sausage ) (TOPPING olives ) (TOPPING ham ) ) )
120,(ORDER (PIZZAORDER (NUMBER three ) (SIZE large ) (TOPPING spinach ) ) (TOPPING anchovies ) )
121,(ORDER (PIZZAORDER (TOPPING pepperoni ) (TOPPING pineapple ) (NOT (TOPPING tuna ) ) ) )
122,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING bacon ) (TOPPING peppers ) (TOPPING mushrooms ) ) )
123,(ORDER (PIZZAORDER (SIZE one ) (SIZE small ) (TOPPING extra cheese ) (TOPPING tuna ) (NOT (TOPPING pepperoni ) ) ) )
124,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING cheese ) ) (PIZZAORDER (NUMBER two ) (SIZE small ) ) (DRINKORDER (NUMBER two ) (DRINKTYPE cokes ) ) )
125,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (STYLE vegan ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING mushrooms ) ) ) (PIZZAORDER (QUANTITY one ) (SIZE small ) (SIZE pepperoni ) ) )
126,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING mushroom ) (TOPPING pineapple ) (NOT (TOPPING ham ) ) ) )
127,(ORDER (PIZZAORDER (NUMBER like ) (SIZE a ) (SIZE small ) (TOPPING onion ) (TOPPING pineapple ) (NOT (TOPPING sausage ) ) (NOT (TOPPING please ) ) ) )
128,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING mushroom ) (TOPPING chicken ) (NOT (TOPPING pepperoni ) ) ) )
129,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING mushroom ) (NOT (TOPPING peppers ) ) ) )
130,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING mushroom ) (TOPPING sausage ) (NOT (TOPPING pineapple ) ) ) )
131,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING pineapple ) (NOT (TOPPING tuna ) ) ) )
132,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING spinach ) ) (DRINKORDER (NUMBER a ) (SIZE two liter ) (DRINKTYPE coke ) ) )
133,(ORDER (DRINKORDER (NUMBER two ) (CONTAINERTYPE bottle ) ) (DRINKORDER (NUMBER a ) (SIZE medium ) ) (TOPPING ham ) )
134,(ORDER (PIZZAORDER (NUMBER two ) (SIZE large ) (DRINKTYPE pepperoni ) ) (DRINKORDER (NUMBER a ) (SIZE two liter ) (DRINKTYPE sprite ) ) )
135,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING pesto tuna ) ) )
136,(ORDER (PIZZAORDER (NUMBER three ) ) (TOPPING bacon (NOT (TOPPING pepperoni ) ) ) )
137,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING pesto ) (NOT (TOPPING pineapple ) ) ) )
138,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING onions ) (TOPPING chicken ) (NOT (TOPPING ham ) ) ) )
139,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (STYLE thin crust ) (TOPPING ham ) (NOT (TOPPING onions ) ) ) )
140,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING ham ) (TOPPING pesto ) ) )
141,(ORDER (DRINKORDER (NUMBER one ) (DRINKTYPE fanta two ) (DRINKTYPE dr ) (DRINKTYPE peppers ) ) (DRINKORDER (NUMBER four ) (SIZE small ) (DRINKTYPE pepsis ) ) )
142,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (STYLE italian sausage ) (TOPPING peppers ) (TOPPING feta ) (TOPPING green olives ) ) (DRINKORDER (NUMBER a ) (SIZE small ) (DRINKTYPE coffee ) ) )
143,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING ham ) (TOPPING pepperoni ) (NOT (TOPPING tuna ) ) ) )
144,(ORDER (PIZZAORDER (NUMBER a ) (STYLE thin crust ) (TOPPING chicken ) (TOPPING pineapple ) ) )
145,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING pepperoni ) (NOT (TOPPING onions ) ) ) )
146,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING pepperoni ) (TOPPING ham ) ) (NOT (TOPPING tuna ) ) )
147,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING mushrooms ) (TOPPING tuna ) (NOT (TOPPING peppers ) ) ) )
148,(ORDER (PIZZAORDER (NUMBER two ) (SIZE small ) (STYLE thin crust ) (TOPPING pesto ) ) )
149,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING bacon ) (TOPPING extra ) (TOPPING cheese ) (NOT (TOPPING mushrooms ) ) ) )
150,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING chicken ) (TOPPING pesto ) ) )
151,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING extra ) (TOPPING cheese ) (TOPPING pepperoni ) ) )
152,(ORDER (PIZZAORDER (NUMBER three ) (SIZE large ) (TOPPING carrots ) (TOPPING salami ) ) )
153,(ORDER (PIZZAORDER (NUMBER two ) (SIZE large ) (TOPPING onions ) (TOPPING salami ) ) )
154,(ORDER (PIZZAORDER (NUMBER three ) (SIZE medium ) (TOPPING roasted garlic ) ) )
155,(ORDER (PIZZAORDER (NUMBER three ) (SIZE large ) (TOPPING onions olives ) (TOPPING chicken ) ) )
156,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING pepperoni ) ) (PIZZAORDER (TOPPING sausage ) ) (NOT (TOPPING mushrooms ) ) )
157,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING pesto ) (TOPPING pepperoni ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
158,(ORDER (PIZZAORDER (NUMBER three ) (TOPPING pesto onions ) ) (TOPPING bacon ) )
159,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING peppers ) (TOPPING as ) ) (NOT (TOPPING olives ) ) )
160,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (STYLE big meat ) ) (DRINKORDER (NUMBER two ) (SIZE medium ) (DRINKTYPE cokes ) ) )
161,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING onion ) (TOPPING pineapple ) (NOT (TOPPING pesto ) ) ) )
162,(ORDER (PIZZAORDER (NUMBER two ) (SIZE small ) (DRINKTYPE thin crust pesto ) ) )
163,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING pepperoni ) (TOPPING sausage hot peppers onions ) (TOPPING bacon ) ) (DRINKORDER (NUMBER four ) (SIZE medium ) ) (DRINKTYPE cokes ) )
164,(ORDER (PIZZAORDER (NUMBER five ) (SIZE medium ) (TOPPING mushrooms ) (TOPPING pineapple ) ) )
165,(ORDER (DRINKORDER (NUMBER five ) (SIZE large ) (DRINKTYPE cokes ) ) )
166,(ORDER (PIZZAORDER (NUMBER a ) (NOT (TOPPING olives ) ) ) )
167,(ORDER (PIZZAORDER (NUMBER five ) (SIZE medium ) (TOPPING lettuce ) (TOPPING tuna ) ) )
168,(ORDER (PIZZAORDER (NUMBER two ) (TOPPING mushroom ) (NOT (TOPPING pepperoni ) ) ) )
169,(ORDER (PIZZAORDER (SIZE two ) (SIZE small ) (TOPPING onion ) (TOPPING mushrooms ) (TOPPING peppers ) ) )
170,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING extra cheese ) (TOPPING sausage ) (TOPPING mushrooms ) ) )
171,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING onion ) (NOT (TOPPING ham ) ) ) )
172,(ORDER (PIZZAORDER (NUMBER two ) (SIZE large ) (TOPPING peppers ) (TOPPING ham ) (TOPPING olives ) ) )
173,(ORDER (PIZZAORDER (SIZE small ) (TOPPING ham ) (QUANTITY thin crust ) ) )
174,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING onions ) (TOPPING bacon ) ) )
175,(ORDER (PIZZAORDER (SIZE one ) (SIZE large ) (TOPPING extra cheese ) (TOPPING pineapple ) (NOT (TOPPING pesto ) please ) ) )
176,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING pepperoni ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) (NOT (TOPPING mushrooms ) ) ) )
177,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING peppers ) (TOPPING bay leaves ) ) )
178,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING pesto ) (NOT (TOPPING peppers ) ) ) )
179,(ORDER (PIZZAORDER (NUMBER like ) (NUMBER a ) (STYLE thin ) (TOPPING tuna ) (NOT (TOPPING pineapple ) ) ) )
180,(ORDER (DRINKORDER (SIZE large ) (SIZE medium ) (SIZE cokes six large ) (DRINKTYPE sprites ) (NUMBER two ) (SIZE medium ) (DRINKTYPE sprites ) ) (DRINKORDER (NUMBER four ) (SIZE large ) (DRINKTYPE ice teas ) ) )
181,(ORDER (PIZZAORDER (NUMBER five ) (SIZE medium ) (TOPPING peppers ) (TOPPING chicken ) ) )
182,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (NOT (TOPPING pesto ) ) ) )
183,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING ham ) (TOPPING chicken ) (TOPPING pineapple ) ) )
