id,output
18,(ORDER (PIZZAORDER (STYLE a ) (TOPPING sausage ) (TOPPING pickles ) ) )
19,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING capers ) (TOPPING bacon ) ) )
20,(ORDER (DRINKORDER (NUMBER two ) (SIZE large ) (DRINKTYPE 7 ups ) (NUMBER one ) (SIZE medium ) (DRINKTYPE sprite ) ) (PIZZAORDER (TOPPING large ) ) (PIZZAORDER (QUANTITY lot of ) ) (PIZZAORDER (QUANTITY lot of ) ) )
21,(ORDER (DRINKORDER (NUMBER a ) (SIZE large ) (DRINKTYPE capers sweet ) ) )
22,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING yellow peppers lamb ) ) )
23,(ORDER (PIZZAORDER (TOPPING do ) (TOPPING leeks ) (TOPPING toppings ) (TOPPING please: zero olives ) ) )
24,(ORDER (PIZZAORDER (NUMBER four ) (SIZE personal ) (TOPPING tomato ) ) )
25,(ORDER (PIZZAORDER (TOPPING a ) (TOPPING pesonal pickled ) (COMPLEX_TOPPING (QUANTITY with a little ) (TOPPING bit ) ) ) )
26,(ORDER (PIZZAORDER (STYLE twelve ) (TOPPING with ) (TOPPING red onions garlic ) ) )
27,(ORDER (PIZZAORDER (TOPPING with ) (TOPPING alfredo chicken ) ) )
28,(ORDER (PIZZAORDER (NUMBER a ) (SIZE personal ) (TOPPING pineapple lamb onions ) ) )
29,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING large-size ) (TOPPING everything ) (TOPPING meatball ) ) )
30,(ORDER (PIZZAORDER (NUMBER a ) (SIZE personal ) (TOPPING mushy peas ) (TOPPING mint ) (NOT (TOPPING pepperoni ) ) ) )
31,(ORDER (PIZZAORDER (NUMBER a ) (SIZE lunch ) (TOPPING capers ) ) (PIZZAORDER (NUMBER a ) (TOPPING combiation ) ) )
32,(ORDER (PIZZAORDER (STYLE afternoon ) ) (PIZZAORDER (TOPPING with ) ) )
33,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING zucchini ) (TOPPING bacon ) ) )
34,(ORDER (PIZZAORDER (NUMBER a ) (NUMBER a ) (STYLE it everythig style ) (TOPPING double ) (NOT (TOPPING gorgonzola ) ) ) )
35,(ORDER (PIZZAORDER (NUMBER two ) (TOPPING black olives ) (TOPPING bacon ) (NUMBER a ) (QUANTITY little ) ) )
36,(ORDER (DRINKORDER (NUMBER a bunch ) ) (PIZZAORDER (TOPPING i'd like banna ) (TOPPING and ) (TOPPING onions ) ) )
37,(ORDER (PIZZAORDER (TOPPING 3 ) (TOPPING zucchini ) ) )
38,(ORDER (PIZZAORDER (TOPPING a ) (TOPPING jalepenos ) (TOPPING cheese ) (NOT (TOPPING lamb ) ) ) )
39,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING large-size ) (TOPPING lmon zest ) ) )
40,(ORDER (PIZZAORDER (TOPPING with ) (TOPPING zucchini ) ) )
41,(ORDER (PIZZAORDER (TOPPING pepper ) (TOPPING hamburger pineapple ) ) )
42,(ORDER (PIZZAORDER (TOPPING bell ) (TOPPING peppers ) (TOPPING lees ) (TOPPING don't ) ) )
43,(ORDER (PIZZAORDER (COMPLEX_TOPPING (QUANTITY 14 med a little bit ) (TOPPING green pepper ) ) (COMPLEX_TOPPING (QUANTITY a little ) (TOPPING bit ) ) (TOPPING cheeseburger ) ) )
44,(ORDER (PIZZAORDER (NUMBER two ) (TOPPING pine apple ) (TOPPING low fat cheese ) ) )
45,(ORDER (PIZZAORDER (STYLE i'm ) (SIZE 7 extra ) (TOPPING with ) (TOPPING feta ) (TOPPING and black ) ) (PIZZAORDER (TOPPING with ) (TOPPING pepperoni ) ) )
46,(ORDER (PIZZAORDER (NUMBER a ) (STYLE medium-sized vegetarian ) (TOPPING tomatoes ) ) (DRINKORDER (DRINKTYPE fresh ) ) )
47,(ORDER (PIZZAORDER (NUMBER a ) (STYLE medium-sized ) (TOPPING basil ) (TOPPING capers ) ) )
48,(ORDER (PIZZAORDER (NUMBER a ) (SIZE extra large ) (STYLE all the ) ) (DRINKORDER (NUMBER a ) (SIZE two ) (SIZE liter moutain ) ) )
49,(ORDER (PIZZAORDER (TOPPING with red ) (TOPPING kimchi ) ) )
50,(ORDER (PIZZAORDER (TOPPING seven ) (SIZE lunch ) (TOPPING bacon ) ) )
51,(ORDER (PIZZAORDER (NUMBER get ) (TOPPING with ) ) )
52,(ORDER (PIZZAORDER (SIZE small ) (TOPPING them ) (TOPPING as ) (TOPPING ham ) ) )
53,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING ricotta cheese ) (TOPPING ham ) ) )
54,(ORDER (DRINKORDER (SIZE be ) (CONTAINERTYPE interested ) (NUMBER a ) ) (PIZZAORDER (QUANTITY extra ) ) )
55,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING cucumber ) (NOT (TOPPING all ) ) ) )
56,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING there's ) (TOPPING tomatoe ) (TOPPING red ) ) )
57,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING with ) (TOPPING sauce ground beef ) (NUMBER a ) ) (DRINKORDER (DRINKTYPE med ) ) )
58,(ORDER (PIZZAORDER (STYLE 11 ) (TOPPING banana ) (TOPPING parmasan ) ) )
59,(ORDER (PIZZAORDER (TOPPING mushroom ) ) (DRINKORDER (NUMBER four ) (DRINKTYPE diet sprites ) ) (DRINKORDER (NUMBER three ) (DRINKTYPE pepsis ) ) )
60,(ORDER (PIZZAORDER (NUMBER a ) (SIZE personal ) (TOPPING artichokes ) (TOPPING balsamic glaze do ) (QUANTITY not include ) ) )
61,(ORDER (DRINKORDER (SIZE medium ) (DRINKTYPE coke ) (NUMBER two ) ) (DRINKORDER (DRINKTYPE sprites ) ) (DRINKORDER (SIZE three ) (SIZE small ) (DRINKTYPE ice teas ) ) )
62,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING green cheeseburger ) (TOPPING cheeseburger ) (TOPPING tuna ) ) )
63,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING red onion ) (TOPPING peas ) ) (PIZZAORDER (NUMBER a ) ) )
64,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING ricotta cheese ) (QUANTITY onions ) ) )
65,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING smoked ) ) )
66,(ORDER (DRINKORDER (SIZE 7 ) ) (DRINKORDER (DRINKTYPE a extralarge grilled ) ) )
67,(ORDER (PIZZAORDER (NUMBER like ) (SIZE 1 ) (TOPPING balsamic ) ) )
68,(ORDER (PIZZAORDER (NUMBER a ) ) )
69,(ORDER (PIZZAORDER (QUANTITY extra ) ) )
70,(ORDER (PIZZAORDER (STYLE a ) (TOPPING with ) (TOPPING garlic ) (TOPPING pesto ) ) )
71,(ORDER (PIZZAORDER (SIZE 1 ) ) (PIZZAORDER (TOPPING as red ) ) (PIZZAORDER (TOPPING ground ) ) )
72,(ORDER (PIZZAORDER (NUMBER a ) (STYLE mdium-sized ) (TOPPING green ) ) )
73,(ORDER (PIZZAORDER (SIZE 1 ) (SIZE lunch ) (TOPPING tofu ) (TOPPING lettuce ) ) )
74,(ORDER (PIZZAORDER (NUMBER a ) (SIZE personal ) (TOPPING with ) (TOPPING green pepper gruyere ) (NOT (STYLE not add ) ) ) )
75,(ORDER (PIZZAORDER (TOPPING with ) (TOPPING carrots ) (TOPPING peppers ) ) )
76,(ORDER (PIZZAORDER (SIZE a ) ) )
77,(ORDER (PIZZAORDER (QUANTITY in ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING jalepenos ) ) (TOPPING tomato ) (TOPPING sauce ) (NOT (TOPPING gree ) ) ) )
78,(ORDER (PIZZAORDER (STYLE 5 ) (TOPPING buffalo sauce ) (TOPPING artichokes ) ) )
79,(ORDER (PIZZAORDER (STYLE 11 ) (TOPPING buffalo sauce ) (TOPPING pesto ) (TOPPING sauce ) ) )
80,(ORDER (PIZZAORDER (TOPPING 9 ) (TOPPING carrots ) (TOPPING black olive ) (NOT (TOPPING pesto ) ) ) )
81,(ORDER (PIZZAORDER (SIZE medium ) ) )
82,(ORDER (PIZZAORDER (NUMBER a ) (STYLE ten ) (TOPPING peas ) ) (DRINKORDER (DRINKTYPE ten ) (DRINKTYPE Sparkling ) ) (DRINKORDER (NUMBER one ) (DRINKTYPE coke ) ) )
83,(ORDER (PIZZAORDER (STYLE four ) (TOPPING with ) (TOPPING hams ) (TOPPING roasted red ) ) )
84,(ORDER (PIZZAORDER (NUMBER five ) (SIZE large ) (TOPPING light ) ) (DRINKORDER (CONTAINERTYPE cans ) ) )
85,(ORDER (PIZZAORDER (TOPPING spicy red sauce leeks ) (NOT (TOPPING bacon ) ) ) )
86,(ORDER (PIZZAORDER (STYLE orer ) (TOPPING bacon ) (TOPPING add ) (TOPPING some ) ) )
87,(ORDER (PIZZAORDER (NUMBER a ) ) )
88,(ORDER (PIZZAORDER (NUMBER a ) (SIZE extra large ) (TOPPING everything ) (TOPPING plus ) ) (DRINKORDER (NUMBER four ) (SIZE extra large ) ) )
89,(ORDER (PIZZAORDER (TOPPING a ) (TOPPING garlic ) (TOPPING tomatoe sauce ) (TOPPING mushrooms ) ) )
90,(ORDER (PIZZAORDER (NUMBER a ) ) )
91,(ORDER (PIZZAORDER (TOPPING with ) (TOPPING double ) ) (PIZZAORDER (TOPPING some ) ) )
92,(ORDER (PIZZAORDER (TOPPING brocoli ) (TOPPING onions ) ) (DRINKORDER (DRINKTYPE Appe ) ) )
93,(ORDER (PIZZAORDER (NUMBER a ) ) )
94,(ORDER (PIZZAORDER (NUMBER a ) (SIZE lunch ) (TOPPING peppers ) (TOPPING smoked salmon ) ) )
95,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING smoked ) ) )
96,(ORDER (PIZZAORDER (NUMBER a ) ) )
97,(ORDER (PIZZAORDER (TOPPING 9 ) ) (DRINKORDER (NUMBER six ) (SIZE extra large ) ) (DRINKORDER (NUMBER six ) (SIZE extra large ) (DRINKTYPE cokes ) ) )
98,(ORDER (PIZZAORDER (TOPPING with ) (TOPPING olives canadian ) ) )
99,(ORDER (DRINKORDER (SIZE extra large ) ) (DRINKORDER (SIZE a ) (SIZE medium ) ) )
100,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING with ) (TOPPING smoked ) (TOPPING veggie green ) ) )
101,(ORDER (PIZZAORDER (NUMBER a ) (SIZE lrge ) (TOPPING with ) (TOPPING feta ) (TOPPING additional ) ) )
102,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING with ) (TOPPING grilled chicken ) (TOPPING and roasted garlic ) (TOPPING leave ) ) )
103,(ORDER (PIZZAORDER (STYLE a ) (TOPPING xl ) (QUANTITY a ) ) (DRINKORDER (DRINKTYPE medium ) (DRINKTYPE Club ) ) )
104,(ORDER (PIZZAORDER (NUMBER a ) ) )
105,(ORDER (PIZZAORDER (NUMBER two ) (SIZE large ) (TOPPING with ) (TOPPING pickled onons ) ) (PIZZAORDER (NUMBER a ) (COMPLEX_TOPPING (QUANTITY a ) (TOPPING drizzle ) ) ) )
106,(ORDER (PIZZAORDER (NUMBER one ) (SIZE personal ) (TOPPING sun-dried ) (TOPPING and ) (TOPPING bbq ) ) )
107,(ORDER (PIZZAORDER (TOPPING six chard ) (TOPPING alot ) (TOPPING of ) ) )
108,(ORDER (PIZZAORDER (TOPPING a ) (TOPPING with ) (TOPPING pepperonis ) (NOT (TOPPING sweet corn ) ) ) )
109,(ORDER (PIZZAORDER (NUMBER to ) ) (PIZZAORDER (TOPPING with ) (TOPPING and ) ) )
110,(ORDER (PIZZAORDER (TOPPING bacon ) (TOPPING chicken ) ) (PIZZAORDER (NOT (TOPPING ham ) ) ) )
111,(ORDER (PIZZAORDER (TOPPING with ) (TOPPING green ) ) )
112,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING with ) (TOPPING meatball ) (TOPPING fontina ) (TOPPING heese ) (QUANTITY i'm ) (NOT (TOPPING mood ) ) ) )
113,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING pickled ) ) )
114,(ORDER (PIZZAORDER (TOPPING sriracha ) ) )
115,(ORDER (PIZZAORDER (NOT (TOPPING xl ) (TOPPING red ) (TOPPING onions ) (TOPPING yellow peppers ) ) ) )
116,(ORDER (PIZZAORDER (STYLE sven ) (TOPPING with ) (TOPPING tuna ) (TOPPING garlic ) ) )
117,(ORDER (PIZZAORDER (NUMBER a ) ) (PIZZAORDER (TOPPING med ) (TOPPING buffalo sauce ) ) (DRINKORDER (NUMBER two ) (DRINKTYPE med ) ) )
118,(ORDER (PIZZAORDER (STYLE let's ) (TOPPING a ) (TOPPING buffalo sauce ) (TOPPING lamb ) (NOT (TOPPING chicken ) ) ) )
119,(ORDER (PIZZAORDER (NUMBER a ) ) )
120,(ORDER (PIZZAORDER (NUMBER a ) (SIZE lunch ) (STYLE mexican ) ) (PIZZAORDER (NUMBER a ) (SIZE lunch ) (STYLE gorgonzola ) ) (DRINKORDER (NUMBER a ) ) (PIZZAORDER (SIZE lunch ) ) )
121,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING jalepeno peppers ) (TOPPING gruyere cheese ) ) )
122,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING with ) (TOPPING double ) (NOT (TOPPING pesto ) ) ) )
123,(ORDER (PIZZAORDER (NUMBER a ) (STYLE mdium ) (TOPPING peppers ) (TOPPING sauteed ) ) (PIZZAORDER (QUANTITY a tiny bit of ) ) )
124,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING chicken ) (TOPPING extra ) (TOPPING cheese ) (NOT (TOPPING tuna ) ) ) )
125,(ORDER (PIZZAORDER (TOPPING tomtoes ) ) (PIZZAORDER (TOPPING bacon ) (QUANTITY a little bit ) ) )
126,(ORDER (PIZZAORDER (TOPPING with ) (TOPPING bel ) ) )
127,(ORDER (PIZZAORDER (COMPLEX_TOPPING (QUANTITY a ) (TOPPING pineapple bbq ) ) (NOT (TOPPING peppers ) ) ) )
128,(ORDER (PIZZAORDER (NUMBER a ) ) )
129,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING red ) (TOPPING onion ) (TOPPING garlic ) (QUANTITY extra ) ) )
130,(ORDER (PIZZAORDER (TOPPING pepperoni ) ) )
131,(ORDER (PIZZAORDER (SIZE for ) (SIZE lunch size ) (TOPPING including green ) (TOPPING canadian ) ) )
132,(ORDER (PIZZAORDER (NUMBER a ) ) )
133,(ORDER (PIZZAORDER (TOPPING extra ) ) )
134,(ORDER (PIZZAORDER (TOPPING medium-size ) ) (PIZZAORDER (TOPPING with ) (TOPPING some ) (TOPPING little ) ) )
135,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING cherry ) (TOPPING tomatoes ) (TOPPING bacon ) ) )
136,(ORDER (PIZZAORDER (NUMBER just ) (NUMBER one ) (TOPPING pan ) (TOPPING sun-dried ) (TOPPING tomatoes pamesan ) ) )
137,(ORDER (PIZZAORDER (TOPPING a ) (TOPPING medium-size ) (TOPPING with ) (NOT (TOPPING no ) ) ) )
138,(ORDER (PIZZAORDER (SIZE extra ) (TOPPING mushy ) ) (PIZZAORDER (TOPPING blue ) (NUMBER one ) (SIZE extra ) (TOPPING blue ) ) (PIZZAORDER (NUMBER one ) (TOPPING blue cheese ) (TOPPING green ) ) )
139,(ORDER (PIZZAORDER (NUMBER a ) ) )
140,(ORDER (PIZZAORDER (TOPPING a ) (TOPPING with ) (TOPPING alfredo ) (TOPPING and yellow peppers ) ) (DRINKORDER (NUMBER of ) ) )
141,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING xl ground ) (COMPLEX_TOPPING (QUANTITY a ) (TOPPING bunchof cheese ) ) ) )
142,(ORDER (PIZZAORDER (SIZE medium ) (TOPPING like low fat cheese ) (STYLE it ) (STYLE thin ) (NOT (TOPPING bbq sauce ) ) ) )
143,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING xl bbq ) (TOPPING and ) (TOPPING with ) ) )
144,(ORDER (PIZZAORDER (NUMBER like ) (TOPPING artichokes heavy ) ) )
145,(ORDER (PIZZAORDER (COMPLEX_TOPPING (QUANTITY a ) (TOPPING gluten-free ) ) ) )
146,(ORDER (PIZZAORDER (NUMBER like ) (TOPPING with ) (TOPPING extra geen ) ) )
147,(ORDER (PIZZAORDER (NUMBER a ) ) (PIZZAORDER (TOPPING tuna ) ) )
148,(ORDER (PIZZAORDER (NUMBER a ) ) )
149,(ORDER (PIZZAORDER (STYLE grab ) ) )
150,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING a ) (TOPPING med ) ) )
151,(ORDER (PIZZAORDER (QUANTITY extra ) (SIZE large ) (TOPPING roasted ) ) (PIZZAORDER (NUMBER one ) (SIZE large ) (STYLE stuffed ) ) )
152,(ORDER (PIZZAORDER (NUMBER a ) (SIZE personal ) (TOPPING saami ) (TOPPING sausage ) ) )
153,(ORDER (PIZZAORDER (NUMBER order ) (SIZE a ) (TOPPING with italian sausage ) ) )
154,(ORDER (PIZZAORDER (SIZE 2 ) (SIZE large ) (TOPPING bigmeat ) ) (PIZZAORDER (SIZE large ) (TOPPING smoked ) (TOPPING salmon ) (TOPPING extra ) ) )
155,(ORDER (PIZZAORDER (TOPPING hi ) ) (PIZZAORDER (SIZE like ) ) )
156,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING tomatoe sauce spicy red sauce ) ) )
157,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING tomato ) (TOPPING chorizo ) (TOPPING onions ) ) )
158,(ORDER (PIZZAORDER (SIZE small ) (TOPPING ricotta cheese ) ) )
159,(ORDER (PIZZAORDER (NUMBER one ) (STYLE persoal mexican ) (NOT (TOPPING roasted red ) ) (DRINKORDER (SIZE medium ) (NUMBER extra ) ) (PIZZAORDER (TOPPING chicen ) ) ) )
160,(ORDER (PIZZAORDER (TOPPING sriracha ) (TOPPING arugula ) ) )
161,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING peppers ) (TOPPING pineapple ) ) )
162,(ORDER (PIZZAORDER (TOPPING with ) (TOPPING feta ) (TOPPING chicken ) ) )
163,(ORDER (PIZZAORDER (NUMBER two ) (STYLE med ) (TOPPING bacon ) ) )
164,(ORDER (PIZZAORDER (SIZE a ) (TOPPING with ) (TOPPING vegan pepperoni ) ) )
165,(ORDER (DRINKORDER (SIZE 14 ) (SIZE medium ) (DRINKTYPE prawns ) ) (DRINKORDER (SIZE two ) (NUMBER liter of ) ) )
166,(ORDER (PIZZAORDER (NUMBER a ) (SIZE personal ) (TOPPING lemon ) ) )
167,(ORDER (PIZZAORDER (STYLE i'll ) ) (DRINKORDER (SIZE small ) ) (DRINKORDER (SIZE small ) (DRINKTYPE fantas ) ) )
168,(ORDER (PIZZAORDER (SIZE 1 ) (TOPPING sweet ) ) )
169,(ORDER (PIZZAORDER (TOPPING light ) ) (PIZZAORDER (QUANTITY with ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING spicy red ) ) ) )
170,(ORDER (PIZZAORDER (NUMBER like ) (STYLE having 1 ) (TOPPING with ) (TOPPING hot peppers ) ) )
171,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING red ) ) )
172,(ORDER (PIZZAORDER (SIZE like ) (TOPPING with ) ) )
173,(ORDER (PIZZAORDER (TOPPING tofu ) (TOPPING light ) (TOPPING hot ) ) )
174,(ORDER (PIZZAORDER (TOPPING small goat ) ) )
175,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING truffle oil ) (TOPPING onions ) ) )
176,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING medium-size mushroom ) (TOPPING pepperoni ) (COMPLEX_TOPPING (QUANTITY a little bit ) (TOPPING cheese ) ) ) )
177,(ORDER (PIZZAORDER (NUMBER a ) ) )
178,(ORDER (PIZZAORDER (NUMBER a ) (STYLE additional ) (TOPPING olives ) ) )
179,(ORDER (PIZZAORDER (NUMBER a ) ) )
180,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING artichokes ) (TOPPING canadian ) (TOPPING bacon ) (NOT (TOPPING bbq ) ) ) )
181,(ORDER (PIZZAORDER (QUANTITY 5 of ) ) )
182,(ORDER (PIZZAORDER (TOPPING a ) (TOPPING medium-sze grilled ) (TOPPING and truffle ) ) )
183,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING carrots ) (TOPPING ham green peppers ) (TOPPING heavy ) (TOPPING sauce ) ) )
184,(ORDER (PIZZAORDER (TOPPING with ) (TOPPING leeks ) ) )
185,(ORDER (PIZZAORDER (TOPPING ham ) (TOPPING pesto ) (TOPPING leave ) ) )
186,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING with ) (TOPPING sauce ) (TOPPING as ) ) (PIZZAORDER (TOPPING lot ) ) )
187,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING luch ) (TOPPING tomato ) (TOPPING prmasean ) (NOT (TOPPING mushrooms ) ) ) )
188,(ORDER (DRINKORDER (SIZE juice ) (NUMBER sprite ) (DRINKTYPE and ) (DRINKTYPE three ) (SIZE pepsis ) ) )
189,(ORDER (PIZZAORDER (SIZE a ) (TOPPING extra ) (TOPPING large ) (TOPPING and ) (NOT (TOPPING bacon ) ) ) )
190,(ORDER (DRINKORDER (DRINKTYPE 5 ) (NUMBER juice ) (SIZE two ) (DRINKTYPE dr ) ) (DRINKORDER (NUMBER and ) (SIZE a ) ) )
191,(ORDER (PIZZAORDER (TOPPING with ) (TOPPING mint ) (TOPPING pineapple ) (TOPPING and ) (TOPPING leave ) (TOPPING off ) ) )
192,(ORDER (PIZZAORDER (COMPLEX_TOPPING (QUANTITY of ) (TOPPING a ) ) (TOPPING med ) (TOPPING and ) ) )
193,(ORDER (PIZZAORDER (NUMBER a ) ) )
194,(ORDER (PIZZAORDER (TOPPING truffle ) ) )
195,(ORDER (PIZZAORDER (TOPPING 12 ) ) )
196,(ORDER (PIZZAORDER (NUMBER one ) (SIZE extra large ) (TOPPING lettuce ) (TOPPING hot peppers ) (NOT (TOPPING black olive ) ) ) )
197,(ORDER (PIZZAORDER (SIZE 9 ) (SIZE medium ) (TOPPING pepperonis onions ) (TOPPING pest ) ) )
198,(ORDER (PIZZAORDER (NUMBER a ) (SIZE exta ) (TOPPING kimchi sweet potatoes ) ) )
199,(ORDER (PIZZAORDER (NUMBER three ) (SIZE medium ) (TOPPING green peppers ) (TOPPING lettuce ) ) )
200,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING love ) ) (PIZZAORDER (TOPPING red ) ) (PIZZAORDER (TOPPING like ) (TOPPING red peppers ) ) )
201,(ORDER (DRINKORDER (NUMBER a ) ) (PIZZAORDER (TOPPING extra ) (TOPPING lrge ) ) (DRINKORDER (NUMBER a ) ) )
202,(ORDER (PIZZAORDER (TOPPING culd ) ) (DRINKORDER (SIZE 15 lunch gluten-free crust ) ) )
203,(ORDER (PIZZAORDER (NUMBER a ) (QUANTITY extra ) (SIZE large ) (TOPPING sized ) (TOPPING basil ) (TOPPING chicken ) (NOT (TOPPING vegan ) ) ) )
204,(ORDER (PIZZAORDER (SIZE eleven ) (STYLE extra ) (TOPPING green peppers olives ) ) )
205,(ORDER (PIZZAORDER (SIZE 11 ) (SIZE lunch ) (TOPPING cherry tomatoes banana ) (TOPPING and ) ) )
206,(ORDER (PIZZAORDER (TOPPING with ) (TOPPING more ) (TOPPING and ) (NOT (TOPPING no ) ) ) )
207,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING artichokes ) (TOPPING alfredo ) ) )
208,(ORDER (PIZZAORDER (NUMBER one ) ) )
209,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING roasted red peppers ) (QUANTITY a lot of ) (NOT (TOPPING bacon ) ) ) )
210,(ORDER (PIZZAORDER (STYLE toward a ) (TOPPING with roasted ) (NOT (TOPPING combiation ) ) ) )
211,(ORDER (PIZZAORDER (NUMBER a ) (STYLE med ) ) )
212,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING zucchini ) (TOPPING peppers ) (NOT (TOPPING tuna ) ) ) )
213,(ORDER (DRINKORDER (NUMBER a ) (SIZE party ) ) (DRINKORDER (NUMBER a ) (DRINKTYPE few ) ) )
214,(ORDER (PIZZAORDER (NUMBER a ) ) (PIZZAORDER (TOPPING mushroom ) ) )
215,(ORDER (PIZZAORDER (STYLE abou grabbing ) (TOPPING with ) ) )
216,(ORDER (PIZZAORDER (STYLE eleven ) (TOPPING lettuce ) (TOPPING roasted red ) ) )
217,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING extra lare ) ) )
218,(ORDER (PIZZAORDER (NUMBER a ) (COMPLEX_TOPPING (QUANTITY total of ) (TOPPING a gruyere ) ) (TOPPING and ) (TOPPING with ) ) )
219,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING pine apple feta ) ) ) )
220,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING green ) ) )
221,(ORDER (PIZZAORDER (NUMBER a ) (STYLE med ) (TOPPING tomatoes ) ) (DRINKORDER (NUMBER a ) (DRINKTYPE drizle ) (CONTAINERTYPE parmesan ) ) )
222,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING pine apple ricotta cheese ) ) )
223,(ORDER (PIZZAORDER (NUMBER 14 ) (NUMBER med ) ) (DRINKORDER (NUMBER one ) ) (PIZZAORDER (SIZE large ) (SIZE vegetarian ) ) )
